"id","l1","l1_name","l2","l2_name","l3","l3_name","l4","l4_name"
"01012100","01000000","GYVI GYVŪNAI","01010000","Gyvi arkliai, asilai, mulai ir arklėnai","01012100","Arkliai",NULL,NULL
"01012990","01000000","GYVI GYVŪNAI","01010000","Gyvi arkliai, asilai, mulai ir arklėnai","01012900","Kiti","01012990","Kiti"
"01012910","01000000","GYVI GYVŪNAI","01010000","Gyvi arkliai, asilai, mulai ir arklėnai","01012900","Kiti","01012910","Skerstini"
"01013000","01000000","GYVI GYVŪNAI","01010000","Gyvi arkliai, asilai, mulai ir arklėnai","01013000","Asilai",NULL,NULL
"01019000","01000000","GYVI GYVŪNAI","01010000","Gyvi arkliai, asilai, mulai ir arklėnai","01019000","Kiti",NULL,NULL
"01022110","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022100","Galvijai","01022110","Telyčios (galvijų patelės iki pirmo veršiavimosi)"
"01022130","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022100","Galvijai","01022130","Karvės"
"01022190","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022100","Galvijai","01022190","Kiti"
"01022921","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022921","Kurių masė didesnė kaip 80 kg, bet ne didesnė kaip 160 kg"
"01022910","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022910","Kiti"
"01022959","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022959","Kitos"
"01022999","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022999","Kiti"
"01022905","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022905","Bibos subgenties arba Poephagus subgenties"
"01022929","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022929","Kiti"
"01022949","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022949","Kiti"
"01022991","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022991","Kiti"
"01022951","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022951","Kurių masė didesnė kaip 300 kg"
"01022961","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022961","Karvės"
"01022969","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022969","Kitos"
"01022941","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01022900","Kiti","01022941","Kurių masė didesnė kaip 160 kg, bet ne didesnė kaip 300 kg"
"01023100","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01023100","Buivolai",NULL,NULL
"01023990","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01023900","Kiti","01023990","Kiti"
"01023910","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01023900","Kiti","01023910","Naminių rūšių"
"01029099","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01029000","Kiti","01029099","Kiti"
"01029091","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01029000","Kiti","01029091","Kiti"
"01029020","01000000","GYVI GYVŪNAI","01020000","Gyvi galvijai","01029000","Kiti","01029020","Grynaveisliai veisliniai gyvuliai"
"01031000","01000000","GYVI GYVŪNAI","01030000","Gyvos kiaulės","01031000","Grynaveisliai veisliniai gyvuliai",NULL,NULL
"01039110","01000000","GYVI GYVŪNAI","01030000","Gyvos kiaulės","01039100","Kitos","01039110","Naminių rūšių"
"01039190","01000000","GYVI GYVŪNAI","01030000","Gyvos kiaulės","01039100","Kitos","01039190","Kitos"
"01039219","01000000","GYVI GYVŪNAI","01030000","Gyvos kiaulės","01039200","Sveriančios ne mažiau kaip 50 kg","01039219","Kitos"
"01039290","01000000","GYVI GYVŪNAI","01030000","Gyvos kiaulės","01039200","Sveriančios ne mažiau kaip 50 kg","01039290","Kitos"
"01039211","01000000","GYVI GYVŪNAI","01030000","Gyvos kiaulės","01039200","Sveriančios ne mažiau kaip 50 kg","01039211","Naminių rūšių"
"01041010","01000000","GYVI GYVŪNAI","01040000","Gyvos avys ir ožkos","01041000","Avys","01041010","Grynaveisliai veisliniai gyvuliai"
"01041030","01000000","GYVI GYVŪNAI","01040000","Gyvos avys ir ožkos","01041000","Avys","01041030","Kitos"
"01041080","01000000","GYVI GYVŪNAI","01040000","Gyvos avys ir ožkos","01041000","Avys","01041080","Kitos"
"01042010","01000000","GYVI GYVŪNAI","01040000","Gyvos avys ir ožkos","01042000","Ožkos","01042010","Grynaveisliai veisliniai gyvuliai"
"01042090","01000000","GYVI GYVŪNAI","01040000","Gyvos avys ir ožkos","01042000","Ožkos","01042090","Kitos"
"01051111","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01051100","Sveriantys ne daugiau kaip 185 g","01051111","Tėvų ir protėvių moteriškos lyties paukščių jaunikliai"
"01051191","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01051100","Sveriantys ne daugiau kaip 185 g","01051191","Kiti"
"01051199","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01051100","Sveriantys ne daugiau kaip 185 g","01051199","Kiti"
"01051119","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01051100","Sveriantys ne daugiau kaip 185 g","01051119","Kiti"
"01051200","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01051200","Kalakutų jaunikliai",NULL,NULL
"01051300","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01051300","Ančių jaunikliai",NULL,NULL
"01051400","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01051400","Žąsų jaunikliai",NULL,NULL
"01051500","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01051500","Perlinių vištų (patarškų) jaunikliai",NULL,NULL
"01059400","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01059400","Kiti",NULL,NULL
"01059950","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01059900","Kiti","01059950","Perlinės vištos (patarškos)"
"01059910","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01059900","Kiti","01059910","Antys"
"01059920","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01059900","Kiti","01059920","Žąsys"
"01059930","01000000","GYVI GYVŪNAI","01050000","Gyvi naminiai paukščiai, t.|y. Gallus domesticus rūšies paukščiai (vištos ir gaidžiai), antys, žąsys, kalakutai ir perlinės vištos (patarškos)","01059900","Kiti","01059930","Kalakutai"
"01061100","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01061100","Žinduoliai",NULL,NULL
"01061200","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01061200","Banginiai, delfinai ir jūrų kiaulės (Cetacea būrio žinduoliai); lamantinai ir diugoniai (Sirenia būrio žinduoliai); ruoniai, jūrų liūtai ir vėpliai (Pinnipedia pobūrio žinduoliai)",NULL,NULL
"01061300","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01061300","Kupranugariai ir kiti kupranugariniai (Camelidae)",NULL,NULL
"01061490","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01061400","Triušiai ir kiškiai","01061490","Kiti"
"01061410","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01061400","Triušiai ir kiškiai","01061410","Naminiai triušiai"
"01061900","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01061900","Kiti",NULL,NULL
"01062000","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01062000","Ropliai (įskaitant gyvates ir vėžlius)",NULL,NULL
"01063100","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01063100","Paukščiai",NULL,NULL
"01063200","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01063200","Papūginių būrio paukščiai (įskaitant papūgas, ilgauodeges papūgas, aras ir kakadu)",NULL,NULL
"01063300","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01063300","Stručiai; emu (Dromaius novaehollandiae)",NULL,NULL
"01063910","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01063900","Kiti","01063910","Balandžiai"
"01063980","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01063900","Kiti","01063980","Kiti"
"01064100","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01064100","Vabzdžiai",NULL,NULL
"01064900","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01064900","Kiti",NULL,NULL
"01069000","01000000","GYVI GYVŪNAI","01060000","Kiti gyvi gyvūnai","01069000","Kiti",NULL,NULL
"02011000","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02010000","Galvijų mėsa, šviežia arba atšaldyta","02011000","Skerdenos ir skerdenų pusės",NULL,NULL
"02012020","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02010000","Galvijų mėsa, šviežia arba atšaldyta","02012000","Kitos skerdenų dalys su kaulais","02012020","""Kompensuoti"" ketvirčiai"
"02012050","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02010000","Galvijų mėsa, šviežia arba atšaldyta","02012000","Kitos skerdenų dalys su kaulais","02012050","Neperskirti arba perskirti užpakaliniai ketvirčiai"
"02012030","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02010000","Galvijų mėsa, šviežia arba atšaldyta","02012000","Kitos skerdenų dalys su kaulais","02012030","Neperskirti arba perskirti priekiniai ketvirčiai"
"02012090","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02010000","Galvijų mėsa, šviežia arba atšaldyta","02012000","Kitos skerdenų dalys su kaulais","02012090","Kitos"
"02013000","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02010000","Galvijų mėsa, šviežia arba atšaldyta","02013000","Be kaulų",NULL,NULL
"02021000","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02020000","Galvijų mėsa, užšaldyta","02021000","Skerdenos ir skerdenų pusės",NULL,NULL
"02022050","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02020000","Galvijų mėsa, užšaldyta","02022000","Kitos skerdenų dalys su kaulais","02022050","Neperskirti arba perskirti užpakaliniai ketvirčiai"
"02022090","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02020000","Galvijų mėsa, užšaldyta","02022000","Kitos skerdenų dalys su kaulais","02022090","Kitos"
"02022030","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02020000","Galvijų mėsa, užšaldyta","02022000","Kitos skerdenų dalys su kaulais","02022030","Neperskirti arba perskirti priekiniai ketvirčiai"
"02022010","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02020000","Galvijų mėsa, užšaldyta","02022000","Kitos skerdenų dalys su kaulais","02022010","""Kompensuoti"" ketvirčiai"
"02023050","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02020000","Galvijų mėsa, užšaldyta","02023000","Be kaulų","02023050","Nugarinės, mentinės nuopjovos ir krūtininės nuopjovos gabalai"
"02023090","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02020000","Galvijų mėsa, užšaldyta","02023000","Be kaulų","02023090","Kitos"
"02023010","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02020000","Galvijų mėsa, užšaldyta","02023000","Be kaulų","02023010","Priekiniai ketvirčiai, sveiki arba sukapoti ne daugiau kaip į penkis gabalus, kai kiekvieną ketvirtį sudaro vienas blokas; ""kompensuotus"" ketvirčius sudaro du blokai, iš kurių viename - priekinis ketvirtis, sveikas arba sukapotas ne daugiau kaip į penkis gabalus, kitame - sveikas užpakalinis ketvirtis be nugarinės"
"02031110","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031100","Šviežia arba atšaldyta","02031110","Naminių kiaulių"
"02031190","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031100","Šviežia arba atšaldyta","02031190","Kitos"
"02031290","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031200","Kumpiai, mentės ir jų dalys, su kaulais","02031290","Kitų"
"02031219","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031200","Kumpiai, mentės ir jų dalys, su kaulais","02031219","Mentės ir jų dalys"
"02031211","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031200","Kumpiai, mentės ir jų dalys, su kaulais","02031211","Naminių kiaulių"
"02031955","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031900","Kita","02031955","Kita"
"02031915","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031900","Kita","02031915","Šoninės (su raumenų sluoksneliais) ir jų dalys"
"02031913","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031900","Kita","02031913","Nugarinės ir jų dalys, su kaulais"
"02031959","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031900","Kita","02031959","Kita"
"02031911","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031900","Kita","02031911","Naminių kiaulių"
"02031990","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02031900","Kita","02031990","Kitų"
"02032190","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032100","Užšaldyta","02032190","Kitų"
"02032110","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032100","Užšaldyta","02032110","Naminių kiaulių"
"02032219","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032200","Kumpiai, mentės ir jų dalys, su kaulais","02032219","Mentės ir jų dalys"
"02032211","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032200","Kumpiai, mentės ir jų dalys, su kaulais","02032211","Naminių kiaulių"
"02032290","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032200","Kumpiai, mentės ir jų dalys, su kaulais","02032290","Kitų"
"02032955","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032900","Kita","02032955","Kita"
"02032959","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032900","Kita","02032959","Kita"
"02032913","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032900","Kita","02032913","Nugarinės ir jų dalys, su kaulais"
"02032915","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032900","Kita","02032915","Šoninės (su raumenų sluoksneliais) ir jų dalys"
"02032990","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032900","Kita","02032990","Kita"
"02032911","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02030000","Kiaulių mėsa, šviežia, atšaldyta arba užšaldyta","02032900","Kita","02032911","Naminių kiaulių"
"02041000","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02041000","Ėriukų skerdenos ir skerdenų pusės, šviežios arba atšaldytos",NULL,NULL
"02042100","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02042100","Kita avių mėsa, šviežia arba atšaldyta",NULL,NULL
"02042230","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02042200","Kitos skerdenų dalys su kaulais","02042230","Stuburo ir (arba) šonkaulių dalys"
"02042250","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02042200","Kitos skerdenų dalys su kaulais","02042250","Kumpiai (šlaunys)"
"02042290","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02042200","Kitos skerdenų dalys su kaulais","02042290","Kitos"
"02042210","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02042200","Kitos skerdenų dalys su kaulais","02042210","Trumpieji priekiniai ketvirčiai"
"02042300","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02042300","Be kaulų",NULL,NULL
"02043000","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02043000","Ėriukų skerdenos ir skerdenų pusės, užšaldytos",NULL,NULL
"02044100","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02044100","Kita avių mėsa, užšaldyta",NULL,NULL
"02044230","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02044200","Kitos skerdenų dalys su kaulais","02044230","Stuburo ir (arba) šonkaulių dalys"
"02044290","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02044200","Kitos skerdenų dalys su kaulais","02044290","Kitos"
"02044250","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02044200","Kitos skerdenų dalys su kaulais","02044250","Kumpiai (šlaunys)"
"02044210","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02044200","Kitos skerdenų dalys su kaulais","02044210","Trumpieji priekiniai ketvirčiai"
"02044390","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02044300","Be kaulų","02044390","Kita"
"02044310","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02044300","Be kaulų","02044310","Ėriukų"
"02045013","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045013","Trumpieji priekiniai ketvirčiai"
"02045059","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045059","Kumpiai (šlaunys)"
"02045011","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045011","Šviežia arba atšaldyta"
"02045039","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045039","Skerdenų dalys be kaulų"
"02045053","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045053","Trumpieji priekiniai ketvirčiai"
"02045031","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045031","Kita"
"02045019","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045019","Kumpiai (šlaunys)"
"02045055","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045055","Stuburo ir (arba) šonkaulių dalys"
"02045051","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045051","Užšaldyta"
"02045079","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045079","Skerdenų dalys be kaulų"
"02045071","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045071","Kita"
"02045015","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02040000","Avių arba ožkų mėsa, šviežia, atšaldyta arba užšaldyta","02045000","Ožkių mėsa","02045015","Stuburo ir (arba) šonkaulių dalys"
"02050020","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02050000","Arklių, asilų, mulų arba arklėnų mėsa, šviežia, atšaldyta arba užšaldyta","02050000","Arklių, asilų, mulų arba arklėnų mėsa, šviežia, atšaldyta arba užšaldyta","02050020","Šviežia arba atšaldyta"
"02050080","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02050000","Arklių, asilų, mulų arba arklėnų mėsa, šviežia, atšaldyta arba užšaldyta","02050000","Arklių, asilų, mulų arba arklėnų mėsa, šviežia, atšaldyta arba užšaldyta","02050080","Užšaldyta"
"02061010","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02061000","Galvijų, švieži arba atšaldyti","02061010","Skirti farmacijos preparatams gaminti"
"02061095","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02061000","Galvijų, švieži arba atšaldyti","02061095","Kiti"
"02061098","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02061000","Galvijų, švieži arba atšaldyti","02061098","Kiti"
"02062100","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02062100","Galvijų, užšaldyti",NULL,NULL
"02062200","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02062200","Kepenys",NULL,NULL
"02062999","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02062900","Kiti","02062999","Kiti"
"02062910","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02062900","Kiti","02062910","Skirti farmacijos preparatams gaminti"
"02062991","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02062900","Kiti","02062991","Kiti"
"02063000","02000000","MĖSA IR VALGOMIEJI MĖSOS SUBPRODUKTAI","02060000","Galvijų, kiaulių, avių, ožkų, arklių, asilų, mulų arba arklėnų valgomieji subproduktai, švieži, atšaldyti arba užšaldyti","02063000","Kiaulių, švieži arba atšaldyti",NULL,NULL
